,TICKER,Security
309,MCO,Moody's Corp
310,MS,Morgan Stanley
311,MOS,The Mosaic Company
312,MSI,Motorola Solutions Inc.
313,MUR,Murphy Oil
314,MYL,Mylan Inc.
315,NBR,Nabors Industries Ltd.
316,NDAQ,NASDAQ OMX Group
317,NOV,National Oilwell Varco Inc.
318,NTAP,NetApp
319,NFLX,NetFlix Inc.
320,NWL,Newell Rubbermaid Co.
321,NFX,Newfield Exploration Co
322,NEM,Newmont Mining Corp. (Hldg. Co.)
323,NWSA,News Corporation
324,NEE,NextEra Energy Resources
325,NLSN,Nielsen Holdings
326,NKE,NIKE Inc.
327,NI,NiSource Inc.
328,NE,Noble Corp
329,NBL,Noble Energy Inc
330,JWN,Nordstrom
331,NSC,Norfolk Southern Corp.
332,NTRS,Northern Trust Corp.
333,NOC,Northrop Grumman Corp.
334,NU,Northeast Utilities
335,NRG,NRG Energy
336,NUE,Nucor Corp.
337,NVDA,Nvidia Corporation
338,KORS,Michael Kors
339,ORLY,O'Reilly Automotive
340,OXY,Occidental Petroleum
341,OMC,Omnicom Group
342,OKE,ONEOK
343,ORCL,Oracle Corp.
344,OI,Owens-Illinois Inc
345,PCG,P G & E Corp.
346,PCAR,PACCAR Inc.
347,PLL,Pall Corp.
348,PH,Parker-Hannifin
349,PDCO,Patterson Companies
350,PAYX,Paychex Inc.
351,BTU,Peabody Energy
352,PNR,Pentair Ltd.
353,PBCT,People's United Bank
354,POM,Pepco Holdings Inc.
355,PEP,PepsiCo Inc.
356,PKI,PerkinElmer
357,PRGO,Perrigo
358,PETM,"PetSmart, Inc."
359,PFE,Pfizer Inc.
360,PM,Philip Morris International
361,PSX,Phillips 66
362,PNW,Pinnacle West Capital
363,PXD,Pioneer Natural Resources
364,PBI,Pitney-Bowes
365,PCL,Plum Creek Timber Co.
366,PNC,PNC Financial Services
367,RL,Polo Ralph Lauren Corp.
368,PPG,PPG Industries
369,PPL,PPL Corp.
370,PX,Praxair Inc.
371,PCP,Precision Castparts
372,PCLN,Priceline.com Inc
373,PFG,Principal Financial Group
374,PG,Procter & Gamble
375,PGR,Progressive Corp.
376,PLD,Prologis
377,PRU,Prudential Financial
378,PEG,Public Serv. Enterprise Inc.
379,PSA,Public Storage
380,PHM,Pulte Homes Inc.
381,PVH,PVH Corp.
382,QEP,QEP Resources
383,PWR,Quanta Services Inc.
384,QCOM,QUALCOMM Inc.
385,DGX,Quest Diagnostics
386,RRC,Range Resources Corp.
387,RTN,Raytheon Co.
388,RHT,Red Hat Inc.
389,REGN,Regeneron
390,RF,Regions Financial Corp.
391,RSG,Republic Services Inc
392,RAI,Reynolds American Inc.
393,RHI,Robert Half International
394,ROK,Rockwell Automation Inc.
395,COL,Rockwell Collins
396,ROP,Roper Industries
397,ROST,Ross Stores
398,RDC,Rowan Cos.
399,R,Ryder System
400,SWY,Safeway Inc.
401,CRM,Salesforce.com
402,SNDK,SanDisk Corporation
403,SCG,SCANA Corp
404,SLB,Schlumberger Ltd.
405,SNI,Scripps Networks Interactive Inc.
406,STX,Seagate Technology
407,SEE,Sealed Air Corp.(New)
408,SRE,Sempra Energy
409,SHW,Sherwin-Williams
410,SIAL,Sigma-Aldrich
411,SPG,Simon Property Group Inc
412,SLM,SLM Corporation
413,SJM,Smucker (J.M.)
414,SNA,Snap-On Inc.
415,SO,Southern Co.
416,LUV,Southwest Airlines
417,SWN,Southwestern Energy
418,SE,Spectra Energy Corp.
419,STJ,St Jude Medical
420,SWK,Stanley Black & Decker
421,SPLS,Staples Inc.
422,SBUX,Starbucks Corp.
423,HOT,Starwood Hotels & Resorts
424,STT,State Street Corp.
425,SRCL,Stericycle Inc
426,SYK,Stryker Corp.
427,STI,SunTrust Banks
428,SYMC,Symantec Corp.
429,SYY,Sysco Corp.
430,TROW,T. Rowe Price Group
431,TGT,Target Corp.
432,TEL,TE Connectivity Ltd.
433,TE,TECO Energy
434,THC,Tenet Healthcare Corp.
435,TDC,Teradata Corp.
436,TSO,Tesoro Petroleum Co.
437,TXN,Texas Instruments
438,TXT,Textron Inc.
439,HSY,The Hershey Company
440,TRV,The Travelers Companies Inc.
441,TMO,Thermo Fisher Scientific
442,TIF,Tiffany & Co.
443,TWX,Time Warner Inc.
444,TWC,Time Warner Cable Inc.
445,TJX,TJX Companies Inc.
446,TMK,Torchmark Corp.
447,TSS,Total System Services
448,TSCO,Tractor Supply Company
449,RIG,Transocean
450,TRIP,TripAdvisor
451,FOXA,Twenty-First Century Fox
452,TSN,Tyson Foods
453,TYC,Tyco International
454,USB,U.S. Bancorp
455,UNP,Union Pacific
456,UNH,United Health Group Inc.
457,UPS,United Parcel Service
458,X,United States Steel Corp.
459,UTX,United Technologies
460,UNM,Unum Group
461,URBN,Urban Outfitters
462,VFC,V.F. Corp.
463,VLO,Valero Energy
464,VAR,Varian Medical Systems
465,VTR,Ventas Inc
466,VRSN,Verisign Inc.
467,VZ,Verizon Communications
468,VRTX,Vertex Pharmaceuticals Inc
469,VIAB,Viacom Inc.
470,V,Visa Inc.
471,VNO,Vornado Realty Trust
472,VMC,Vulcan Materials
473,WMT,Wal-Mart Stores
474,WAG,Walgreen Co.
475,DIS,The Walt Disney Company
476,GHC,Graham Holdings Company
477,WM,Waste Management Inc.
478,WAT,Waters Corporation
479,WLP,WellPoint Inc.
480,WFC,Wells Fargo
481,WDC,Western Digital
482,WU,Western Union Co
483,WY,Weyerhaeuser Corp.
484,WHR,Whirlpool Corp.
485,WFM,Whole Foods Market
486,WMB,Williams Cos.
487,WIN,Windstream Communications
488,WEC,Wisconsin Energy Corporation
489,WYN,Wyndham Worldwide
490,WYNN,Wynn Resorts Ltd
491,XEL,Xcel Energy Inc
492,XRX,Xerox Corp.
493,XLNX,Xilinx Inc
494,XL,XL Capital
495,XYL,Xylem Inc.
496,YHOO,Yahoo Inc.
497,YUM,Yum! Brands Inc
498,ZMH,Zimmer Holdings
499,ZION,Zions Bancorp
500,ZTS,Zoetis
